epoch,total_loss,source_cls_loss,mmd_loss,distill_loss,consistency_loss,adapt_scale,source_train_accuracy,quick_val_oa,quick_val_aa,quick_active_classes,quick_max_class_fraction,full_val_oa,full_val_aa,full_active_classes,full_max_class_fraction,lr
1,2.075637299567461,2.0529659539461136,0.0,4.420892380177975,0.02177687207586132,0.051562500000000004,0.35107421875,0.22156479779411764,0.22156479779411764,6,0.4219324448529412,,,,,0.01
2,1.1411594189703465,1.0887915287166834,0.0,2.924768388271332,0.05667695845477283,0.15156250000000002,0.652099609375,0.15837545955882354,0.15837545955882354,16,0.34375,,,,,0.01
3,0.6788708018139005,0.6021040426567197,0.0,1.9627372808754444,0.10962684452533722,0.2515625,0.8134765625,0.18399586397058823,0.18399586397058823,12,0.3956514246323529,,,,,0.01
4,0.4179250756278634,0.31957397842779756,0.0,1.3715617842972279,0.14288952155038714,0.3515625,0.909912109375,0.20186121323529413,0.20186121323529413,17,0.4596162683823529,,,,,0.01
5,0.2781445374712348,0.15925280656665564,0.0,1.0384913608431816,0.15984119893983006,0.4515625,0.966064453125,0.16340188419117646,0.16340188419117646,16,0.5050264246323529,,,,,0.01
6,0.22307691257447004,0.08734129392541945,0.0,0.7607685774564743,0.17022926034405828,0.5515625,0.985107421875,0.140625,0.140625,16,0.6596392463235294,,,,,0.01
7,0.21481292694807053,0.06305542192421854,0.0,0.5782663021236658,0.17524681938812137,0.6515624999999999,0.990966796875,0.11273552389705882,0.11273552389705882,17,0.7880284926470589,,,,,0.01
8,0.20957740116864443,0.040547066484577954,0.0,0.4513687174767256,0.17982173385098577,0.7515625,0.993896484375,0.12703929227941177,0.12703929227941177,14,0.6111557904411765,,,,,0.01
9,0.22564267413690686,0.03893109748605639,0.0,0.3902698718011379,0.18028003768995404,0.8515625,0.9931640625,0.09403722426470588,0.09403722426470588,16,0.8162626378676471,,,,,0.01
10,0.22911798860877752,0.024484721070621163,0.0,0.3221275079995394,0.1828905502334237,0.9515625,0.99755859375,0.10388901654411764,0.10388901654411764,16,0.5651711856617647,0.09482809783607811,0.10551492751987955,17,0.6577778292457322,0.01
11,0.24312650272622705,0.028647444618400186,0.0,0.29444335866719484,0.1850347239524126,1.0,0.995849609375,0.16575712316176472,0.16575712316176472,17,0.7435374540441176,,,,,0.01
12,0.22574185114353895,0.018519381745136343,0.0,0.23113932367414236,0.18410853762179613,1.0,0.99755859375,0.07505170036764706,0.07505170036764706,15,0.7763384650735294,,,,,0.01
13,0.22081574006006122,0.015593315518344752,0.0,0.21755599044263363,0.18346682656556368,1.0,0.997802734375,0.06479779411764706,0.06479779411764706,13,0.8761776194852942,,,,,0.01
14,0.2233004537411034,0.01839176841895096,0.0,0.21408859035000205,0.18349982611835003,1.0,0.997802734375,0.06821576286764706,0.06821576286764706,16,0.97607421875,,,,,0.01
15,0.21409155894070864,0.013567336369305849,0.0,0.19375301501713693,0.18114892300218344,1.0,0.99853515625,0.08679917279411764,0.08679917279411764,13,0.6257180606617647,,,,,0.01
16,0.21490880334749818,0.014918083237716928,0.017591478303074837,0.17197165032848716,0.18103440618142486,1.0,0.997314453125,0.11190257352941177,0.11190257352941177,14,0.47567210477941174,,,,,0.01
17,0.25861255126073956,0.015375765244243667,0.39373922999948263,0.239437245298177,0.17991913901641965,1.0,0.997802734375,0.11779067095588236,0.11779067095588236,17,0.7050494025735294,,,,,0.01
18,0.24771051295101643,0.017369569512084126,0.2867545010522008,0.26504528848454356,0.17516096122562885,1.0,0.99755859375,0.18781594669117646,0.18781594669117646,17,0.6333582261029411,,,,,0.01
19,0.2355350754223764,0.011426283774198964,0.2548963138833642,0.2719841958023608,0.1714207399636507,1.0,0.999267578125,0.1005859375,0.1005859375,17,0.8312270220588235,,,,,0.01
20,0.224922064691782,0.00781257297785487,0.25802462780848145,0.2514697927981615,0.16616004751995206,1.0,0.999755859375,0.24063648897058823,0.24063648897058823,17,0.5098230698529411,0.15122555654148856,0.24038288729884918,17,0.6287272248269833,0.01
21,0.22133281361311674,0.010082926717586815,0.2612785859964788,0.25231379084289074,0.15989064937457442,1.0,0.9990234375,0.13651769301470587,0.13651769301470587,15,0.6676815257352942,,,,,0.01
22,0.2370581696741283,0.02511730841069948,0.3054808918386698,0.3018892928957939,0.15120384329929948,1.0,0.994873046875,0.12385110294117647,0.12385110294117647,15,0.6142865349264706,,,,,0.01
23,0.22261808393523097,0.015632236711098813,0.29765071999281645,0.27838832093402743,0.1493819421157241,1.0,0.997802734375,0.14197495404411764,0.14197495404411764,16,0.6754653033088235,,,,,0.01
24,0.20402468368411064,0.00835325478692539,0.3221686305478215,0.24208540888503194,0.13924602372571826,1.0,1.0,0.18617876838235295,0.18617876838235295,15,0.43732766544117646,,,,,0.01
25,0.1980501040816307,0.008870057659805752,0.34225806035101414,0.22147744754329324,0.13280649320222437,1.0,0.999755859375,0.2731789981617647,0.2731789981617647,17,0.35431985294117646,,,,,0.01
26,0.19493377953767776,0.009775201746379025,0.36119592003524303,0.2182047343812883,0.12721850909292698,1.0,0.9990234375,0.25944967830882354,0.25944967830882354,17,0.52685546875,,,,,0.01
27,0.1861953162588179,0.009343232421088032,0.3607690576463938,0.20065092062577605,0.12071008584462106,1.0,0.99951171875,0.17693014705882354,0.17693014705882354,16,0.5657743566176471,,,,,0.01
28,0.18198735360056162,0.00858510441321414,0.3394399732351303,0.19251109613105655,0.12020714115351439,1.0,1.0,0.25700827205882354,0.25700827205882354,17,0.3715245863970588,,,,,0.01
29,0.17548948619514704,0.008117132369079627,0.3502999525517225,0.18121630884706974,0.11422072630375624,1.0,1.0,0.1149758731617647,0.1149758731617647,16,0.8928940716911765,,,,,0.01
30,0.17135651921853423,0.009082149976165965,0.35259246453642845,0.1701740564312786,0.1099977158010006,1.0,0.999755859375,0.10871438419117647,0.10871438419117647,12,0.91748046875,0.03664872204264731,0.10880638581645606,14,0.9446027888232833,0.01
31,0.16881970409303904,0.008492276741890237,0.34764446411281824,0.1570992423221469,0.10985305346548557,1.0,1.0,0.0851907169117647,0.0851907169117647,12,0.9602768841911765,,,,,0.01
32,0.16716725332662463,0.00838501361431554,0.3352688383311033,0.15470525482669473,0.10978482919745147,1.0,0.99951171875,0.08780445772058823,0.08780445772058823,16,0.9590418198529411,,,,,0.01
33,0.1646955944597721,0.007639661169378087,0.32729794550687075,0.14513536915183067,0.1098126017022878,1.0,0.999755859375,0.08303653492647059,0.08303653492647059,13,0.9563706341911765,,,,,0.01
34,0.1618168605491519,0.006140502286143601,0.3213334595784545,0.13243260025046766,0.11029975046403706,1.0,1.0,0.07726332720588236,0.07726332720588236,14,0.9654181985294118,,,,,0.01
35,0.16116531798616052,0.007140320893086027,0.2993438979610801,0.13835623813793063,0.11025498365052044,1.0,0.999755859375,0.06876148897058823,0.06876148897058823,10,0.9803825827205882,,,,,0.01
36,0.15838996740058064,0.006320891494397074,0.297124239616096,0.12836073688231409,0.10952057805843651,1.0,1.0,0.09716796875,0.09716796875,12,0.9500804227941176,,,,,0.01
37,0.1591318310238421,0.007427145457768347,0.29022982716560364,0.1315282501745969,0.10952887800522149,1.0,0.999755859375,0.06235638786764706,0.06235638786764706,5,0.9952607996323529,,,,,0.01
38,0.15893462812528014,0.006890322467370424,0.2942451857961714,0.12696702987886965,0.10992308240383863,1.0,0.999755859375,0.09168198529411764,0.09168198529411764,14,0.94970703125,,,,,0.01
39,0.1562687624245882,0.006475309914094396,0.2775985710322857,0.12470061401836574,0.10956353391520679,1.0,0.999755859375,0.07999195772058823,0.07999195772058823,13,0.9689797794117647,,,,,0.01
40,0.15289461379870772,0.005307817627908662,0.2705428060144186,0.11310388473793864,0.10922212665900588,1.0,1.0,0.07082950367647059,0.07082950367647059,13,0.9818761488970589,0.02035380680313073,0.07200005875446744,14,0.9800717688458359,0.01
