epoch,total_loss,source_cls_loss,mmd_loss,distill_loss,consistency_loss,adapt_scale,source_train_accuracy,quick_val_oa,quick_val_aa,quick_active_classes,quick_max_class_fraction,full_val_oa,full_val_aa,full_active_classes,full_max_class_fraction,lr
35,0.15817354945465922,0.006120105914305896,0.29179106932133436,0.12537056719884276,0.11033727834001184,1.0,1.0,0.07717715992647059,0.07717715992647059,12,0.9701573988970589,,,,,0.01
36,0.15559857292100787,0.005927826197876129,0.28185170935466886,0.12027847999706864,0.10945772542618215,1.0,1.0,0.07149011948529412,0.07149011948529412,11,0.9764188878676471,,,,,0.01
37,0.1550893192179501,0.00565315972926328,0.27648309990763664,0.1203602273017168,0.10975182545371354,1.0,1.0,0.06462545955882353,0.06462545955882353,6,0.9911247702205882,,,,,0.01
38,0.15433000540360808,0.005408235891081858,0.2767439866438508,0.1121791664045304,0.11002945411019027,1.0,1.0,0.09320427389705882,0.09320427389705882,13,0.9506548713235294,,,,,0.01
39,0.1530184093862772,0.00535493362986017,0.26554454769939184,0.11487987171858549,0.1096210356336087,1.0,1.0,0.09409466911764706,0.09409466911764706,12,0.9480411305147058,,,,,0.01
40,0.15210102777928114,0.005545796469959896,0.2611120739020407,0.11188983963802457,0.10925503843463957,1.0,1.0,0.06718175551470588,0.06718175551470588,8,0.9835707720588235,0.026539129075357288,0.067140726134471,12,0.9724374628164133,0.01
41,0.15362897561863065,0.0068155901826685295,0.26368442038074136,0.11356183281168342,0.10908876173198223,1.0,0.999267578125,0.09346277573529412,0.09346277573529412,13,0.9416647518382353,,,,,0.01
42,0.16228578705340624,0.011454749983386137,0.27494931127876043,0.13561513251625001,0.10977459233254194,1.0,0.99853515625,0.07890050551470588,0.07890050551470588,12,0.9666819852941176,,,,,0.01
43,0.15334237227216363,0.005865070546860807,0.2680926383472979,0.11277630599215627,0.10939040710218251,1.0,0.999755859375,0.13169232536764705,0.13169232536764705,14,0.8977194393382353,,,,,0.01
44,0.15189562179148197,0.00494269637420075,0.25867593102157116,0.10893650283105671,0.11019168235361576,1.0,1.0,0.16633157169117646,0.16633157169117646,15,0.8671300551470589,,,,,0.01
45,0.1500839269720018,0.004901034037175123,0.2511333511210978,0.10327033512294292,0.109742526197806,1.0,1.0,0.07453469669117647,0.07453469669117647,12,0.9779698988970589,,,,,0.01
46,0.22452469216659665,0.06634082491655136,0.2767796693369746,0.22742715128697455,0.107763183536008,1.0,0.98193359375,0.11428653492647059,0.11428653492647059,6,0.9394244025735294,,,,,0.01
47,0.18134084343910217,0.021132206107722595,0.3478082660585642,0.16599082294851542,0.10882872622460127,1.0,0.99609375,0.13298483455882354,0.13298483455882354,13,0.9004480698529411,,,,,0.01
48,0.1646562865935266,0.01282468064891873,0.2945091016590595,0.12598627503030002,0.10978206805884838,1.0,0.998291015625,0.11006433823529412,0.11006433823529412,15,0.9134306066176471,,,,,0.01
49,0.15484847174957395,0.006360801256960258,0.2766876700334251,0.11146349855698645,0.10967255383729935,1.0,0.999755859375,0.09892003676470588,0.09892003676470588,13,0.9423253676470589,,,,,0.01
50,0.15199744747951627,0.005496356287039816,0.2568336692638695,0.10549243865534663,0.11026848037727177,1.0,1.0,0.126953125,0.126953125,13,0.9121955422794118,0.04635589994050626,0.12692737099533002,15,0.9334524173131122,0.01
51,0.14919444546103477,0.005043188757554162,0.24794227117672563,0.10094940604176372,0.1092620890121907,1.0,1.0,0.10986328125,0.10986328125,14,0.9211856617647058,,,,,0.01
52,0.14879196602851152,0.004939533522701822,0.2404631390236318,0.1018201382830739,0.10962410434149206,1.0,1.0,0.08602366727941177,0.08602366727941177,14,0.9607077205882353,,,,,0.01
53,0.1484174858778715,0.004402131395181641,0.24010180495679379,0.09567548800259829,0.11043762555345893,1.0,1.0,0.08309397977941177,0.08309397977941177,14,0.9658203125,,,,,0.01
54,0.1485525518655777,0.004543717332126107,0.240164905320853,0.09628609009087086,0.11036373558454216,1.0,1.0,0.08478860294117647,0.08478860294117647,14,0.9659926470588235,,,,,0.01
55,0.1479450911283493,0.00432663787069032,0.2344546876847744,0.09642936615273356,0.11053004721179605,1.0,1.0,0.10087316176470588,0.10087316176470588,14,0.9480985753676471,,,,,0.01
56,0.1450573275797069,0.004434692644281313,0.2243137387558818,0.09071525908075273,0.10911973589099944,1.0,1.0,0.11187385110294118,0.11187385110294118,14,0.9315544577205882,,,,,0.01
57,0.1460095508955419,0.004069308277394157,0.225734056904912,0.09140113019384444,0.11022672220133245,1.0,1.0,0.06930721507352941,0.06930721507352941,11,0.9862132352941176,,,,,0.01
58,0.14715410582721233,0.004295253180316649,0.22921075439080596,0.09359286911785603,0.11057848855853081,1.0,1.0,0.08346737132352941,0.08346737132352941,11,0.9700712316176471,,,,,0.01
59,0.14528920967131853,0.004132073117943946,0.22272249311208725,0.08947339910082519,0.10993754700757563,1.0,1.0,0.0847024356617647,0.0847024356617647,14,0.9656479779411765,,,,,0.01
60,0.1471527055837214,0.005261883248749655,0.2255299878306687,0.08923211018554866,0.11041461280547082,1.0,0.99951171875,0.0974264705882353,0.0974264705882353,12,0.9518324908088235,0.05400612886835961,0.09817064516452112,14,0.9424285894193788,0.01
61,0.1451140739955008,0.004021115142677445,0.22119527822360396,0.09052646183408797,0.10992078413255513,1.0,1.0,0.08214613970588236,0.08214613970588236,11,0.9712775735294118,,,,,0.01
62,0.14499291637912393,0.003975995146902278,0.21875603264197707,0.08927117707207799,0.1102141987066716,1.0,1.0,0.0886086856617647,0.0886086856617647,13,0.9630916819852942,,,,,0.01
63,0.1450037625618279,0.004132249327085447,0.22107012988999486,0.08588203298859298,0.11017629434354603,1.0,1.0,0.10251034007352941,0.10251034007352941,13,0.9409754136029411,,,,,0.01
64,0.1440570456907153,0.003882480006723199,0.2171907601878047,0.08447233750484884,0.11000825488008559,1.0,1.0,0.10713465073529412,0.10713465073529412,12,0.9348575367647058,,,,,0.01
65,0.14467037143185735,0.004723536294477526,0.2136816969141364,0.08695442578755319,0.10988322435878217,1.0,0.999755859375,0.09469784007352941,0.09469784007352941,11,0.9494772518382353,,,,,0.01
66,0.14351339731365442,0.0036685294835479,0.21472878102213144,0.08318711654283106,0.11005327571183443,1.0,1.0,0.09171070772058823,0.09171070772058823,10,0.9610236672794118,,,,,0.01
67,0.14320172742009163,0.003906314952473622,0.20907303132116795,0.08295732282567769,0.11009237472899258,1.0,1.0,0.11661305147058823,0.11661305147058823,12,0.8958237591911765,,,,,0.01
68,0.1452934956178069,0.004415890034579206,0.21366631193086505,0.08979787980206311,0.11053118505515158,1.0,0.99951171875,0.07390280330882353,0.07390280330882353,8,0.9784869025735294,,,,,0.01
69,0.1439851727336645,0.0038965091298450716,0.21511393366381526,0.08423928683623672,0.11015334306284785,1.0,1.0,0.09524356617647059,0.09524356617647059,11,0.9568876378676471,,,,,0.01
70,0.14312124578282237,0.0036294424135121517,0.21212562825530767,0.08074688538908958,0.11020455113612115,1.0,1.0,0.07778033088235294,0.07778033088235294,12,0.9753848805147058,0.02847882761146391,0.07849969380474976,14,0.9729556807835225,0.01
71,0.14266079617664218,0.003471907250059303,0.2098770383745432,0.07957664551213384,0.11024352046661079,1.0,1.0,0.08533432904411764,0.08533432904411764,12,0.9680606617647058,,,,,0.01
72,0.14340420439839363,0.004532691229542252,0.20407947804778814,0.0852035516873002,0.10994321061298251,1.0,0.99951171875,0.07304113051470588,0.07304113051470588,10,0.9815314797794118,,,,,0.01
73,0.1428807764314115,0.003670335623610299,0.21125648822635412,0.08113352349027991,0.10997143830172718,1.0,1.0,0.10429113051470588,0.10429113051470588,12,0.9451401654411765,,,,,0.01
74,0.1414282456971705,0.003296763854450546,0.20584702771157026,0.07589983171783388,0.1099567951168865,1.0,1.0,0.0984030330882353,0.0984030330882353,12,0.9495634191176471,,,,,0.01
75,0.14197755185887218,0.003430936143558938,0.20578572200611234,0.07895134459249675,0.1100729089230299,1.0,1.0,0.06916360294117647,0.06916360294117647,10,0.9870461856617647,,,,,0.01
76,0.14053831482306123,0.003387551099876873,0.2013433980755508,0.07675796444527805,0.10934062674641609,1.0,1.0,0.08435776654411764,0.08435776654411764,10,0.9664522058823529,,,,,0.01
77,0.1413604635745287,0.003420169152377639,0.20222161151468754,0.07702954369597137,0.11001517972908914,1.0,1.0,0.10825482536764706,0.10825482536764706,15,0.9376723345588235,,,,,0.01
78,0.14065047213807702,0.003196836158167571,0.20093422150239348,0.07711164909414947,0.10964905028231442,1.0,1.0,0.08579388786764706,0.08579388786764706,11,0.9674287683823529,,,,,0.01
79,0.13964550383388996,0.003352775478560943,0.19816416688263416,0.07504686526954174,0.1089716253336519,1.0,1.0,0.08941291360294118,0.08941291360294118,10,0.9611385569852942,,,,,0.01
80,0.14027388906106353,0.0033512878871988505,0.19653622386977077,0.07777664996683598,0.10949131404049695,1.0,1.0,0.09435317095588236,0.09435317095588236,10,0.9568014705882353,0.03875633478038704,0.095759242927944,12,0.9602332849373724,0.01
81,0.14057765621691942,0.0032787634918349795,0.19875497231259942,0.07514790759887546,0.1099086047615856,1.0,1.0,0.08059512867647059,0.08059512867647059,11,0.9750402113970589,,,,,0.01
82,0.1405274155549705,0.0032407912294729613,0.19874694244936109,0.07453419407829642,0.10995850968174636,1.0,1.0,0.0944680606617647,0.0944680606617647,10,0.9574046415441176,,,,,0.01
83,0.13968765083700418,0.0034503236020100303,0.1923588067293167,0.076948236906901,0.10930662229657173,1.0,1.0,0.07846966911764706,0.07846966911764706,10,0.9773954503676471,,,,,0.01
84,0.14040085580199957,0.003223423165763961,0.19925780780613422,0.07369257707614452,0.10988239315338433,1.0,1.0,0.08588005514705882,0.08588005514705882,10,0.9685776654411765,,,,,0.01
85,0.14083063509315252,0.0033373653059243225,0.1981270401738584,0.07683865481521934,0.10999670089222491,1.0,1.0,0.07671760110294118,0.07671760110294118,12,0.9790613511029411,,,,,0.01
86,0.13870980218052864,0.0032122853881446645,0.19051003782078624,0.07357205369044095,0.10908930795267224,1.0,1.0,0.07479319852941177,0.07479319852941177,10,0.9813591452205882,,,,,0.01
87,0.13843007199466228,0.003147889285173733,0.19101706612855196,0.07167153968475759,0.10901332227513194,1.0,1.0,0.11072495404411764,0.11072495404411764,12,0.9386776194852942,,,,,0.01
88,0.137520557269454,0.00308389900601469,0.18903141748160124,0.07136388379149139,0.10839712736196816,1.0,1.0,0.07238051470588236,0.07238051470588236,10,0.9842888327205882,,,,,0.01
89,0.1379149965941906,0.003009818152349908,0.19026684248819947,0.07143294834531844,0.10873519955202937,1.0,1.0,0.0725241268382353,0.0725241268382353,10,0.9840877757352942,,,,,0.01
90,0.13872423907741904,0.0030674930385430343,0.19160413602367043,0.0712524353293702,0.10937108867801726,1.0,1.0,0.07608570772058823,0.07608570772058823,8,0.9792336856617647,0.02423320387534397,0.07675407896787272,10,0.9786951618996886,0.01
91,0.13937616627663374,0.003195682307705283,0.19177303090691566,0.07386037381365895,0.10961714247241616,1.0,1.0,0.08743106617647059,0.08743106617647059,11,0.9668830422794118,,,,,0.01
92,0.13892203569412231,0.0030872582210577093,0.19228097749873996,0.07288804755080491,0.10931787453591824,1.0,1.0,0.07921645220588236,0.07921645220588236,9,0.9768784466911765,,,,,0.01
93,0.13706302223727107,0.0031266259029507637,0.18708742642775178,0.07217941794078797,0.10800971277058125,1.0,1.0,0.08096852022058823,0.08096852022058823,9,0.9741785386029411,,,,,0.01
94,0.13783083111047745,0.003108313772827387,0.1885759262368083,0.07038573687896132,0.10882634902372956,1.0,1.0,0.10561236213235294,0.10561236213235294,10,0.9463752297794118,,,,,0.01
95,0.13672734843567014,0.003010716158314608,0.18721967888996005,0.06966371927410364,0.10802829056046903,1.0,1.0,0.08970013786764706,0.08970013786764706,11,0.96435546875,,,,,0.01
96,0.13835411239415407,0.0030651412598672323,0.19167250767350197,0.07219778781291097,0.10890194145031273,1.0,1.0,0.06706686580882353,0.06706686580882353,8,0.9912109375,,,,,0.01
97,0.13968035159632564,0.004292500190786086,0.1916454415768385,0.07343183166813105,0.10888012265786529,1.0,0.99951171875,0.07134650735294118,0.07134650735294118,11,0.9848345588235294,,,,,0.01
98,0.13830252969637513,0.0030605725696659647,0.1907553425990045,0.07067119958810508,0.10909930220805109,1.0,1.0,0.08346737132352941,0.08346737132352941,10,0.9726849724264706,,,,,0.01
99,0.13701379392296076,0.0029858985653845593,0.18816671520471573,0.06929791113361716,0.10828143218532205,1.0,1.0,0.07393152573529412,0.07393152573529412,10,0.9832261029411765,,,,,0.01
100,0.1369088450446725,0.002962806582218036,0.185323104262352,0.07044744468294084,0.10836898372508585,1.0,1.0,0.08628216911764706,0.08628216911764706,11,0.96826171875,0.033523491341562094,0.08713963280890619,12,0.9678183747352818,0.01
101,0.1369310636073351,0.0030246146488934755,0.1842212681658566,0.07056938973255455,0.10842738323844969,1.0,1.0,0.06482651654411764,0.06482651654411764,7,0.9927619485294118,,,,,0.01
102,0.13667353615164757,0.003186790047038812,0.1851621582172811,0.06941675255075097,0.1080288530793041,1.0,1.0,0.07367302389705882,0.07367302389705882,9,0.9825654871323529,,,,,0.01
103,0.1365201435983181,0.0037171758740441874,0.1850043023005128,0.07337558676954359,0.10696497652679682,1.0,1.0,0.10213694852941177,0.10213694852941177,13,0.9473517922794118,,,,,0.01
104,0.1373315742239356,0.0034035310745821334,0.18706744210794568,0.07014006364624947,0.1082072937861085,1.0,1.0,0.07048483455882353,0.07048483455882353,10,0.9852366727941176,,,,,0.01
105,0.1359980497509241,0.0028795993348467164,0.1860630214214325,0.06845601787790656,0.10766654554754496,1.0,1.0,0.08978630514705882,0.08978630514705882,10,0.9633501838235294,,,,,0.01
106,0.1352653349749744,0.002868953946745023,0.1812064596451819,0.06656219018623233,0.10761951538734138,1.0,1.0,0.0851907169117647,0.0851907169117647,10,0.9694106158088235,,,,,0.01
107,0.13534266571514308,0.003139426975394599,0.18038071738556027,0.06856216676533222,0.10730895027518272,1.0,1.0,0.07439108455882353,0.07439108455882353,10,0.9817612591911765,,,,,0.01
108,0.13704856485128403,0.0028301267157075927,0.18779486510902643,0.06833688099868596,0.10860526375472546,1.0,1.0,0.09587545955882353,0.09587545955882353,11,0.9578642003676471,,,,,0.01
109,0.13576232409104705,0.0028514302684925497,0.18413193617016077,0.06780480523593724,0.10771721904166043,1.0,1.0,0.07760799632352941,0.07760799632352941,10,0.9794060202205882,,,,,0.01
110,0.13578868936747313,0.0029954649653518572,0.18188859429210424,0.06770817539654672,0.10783354775048792,1.0,1.0,0.07243795955882353,0.07243795955882353,10,0.9845186121323529,0.021290362738101615,0.07350686365091486,11,0.9823501908576507,0.01
111,0.1366919265128672,0.002853009515092708,0.18539650598540902,0.06842148990835994,0.10845711850561202,1.0,1.0,0.08952780330882353,0.08952780330882353,9,0.9661075367647058,,,,,0.01
112,0.1354291271418333,0.0028297902972553857,0.1817602775990963,0.06709612940903753,0.10771369677968323,1.0,1.0,0.0791015625,0.0791015625,10,0.97705078125,,,,,0.01
113,0.13571695215068758,0.002946893211628776,0.18285077437758446,0.06797205936163664,0.10768777411431074,1.0,1.0,0.11310891544117647,0.11310891544117647,10,0.9373276654411765,,,,,0.01
114,0.13500152248889208,0.0027861598937306553,0.18264854233711958,0.06642909161746502,0.10730759613215923,1.0,1.0,0.06993910845588236,0.06993910845588236,7,0.9877642463235294,,,,,0.01
115,0.13500361843034625,0.0029224055469967425,0.1797450422309339,0.06824337923899293,0.10728236963041127,1.0,1.0,0.07180606617647059,0.07180606617647059,9,0.9854377297794118,,,,,0.01
116,0.13444950617849827,0.0027683957232511602,0.18150883307680488,0.06495497142896056,0.10703472886234522,1.0,1.0,0.07111672794117647,0.07111672794117647,8,0.9869025735294118,,,,,0.01
117,0.13410407630726695,0.002817937624058686,0.17835834994912148,0.06630053592380136,0.10682024876587093,1.0,1.0,0.08553538602941177,0.08553538602941177,10,0.9698701746323529,,,,,0.01
118,0.13429129216820002,0.002772099724097643,0.17930532479658723,0.06580849771853536,0.10700781061314046,1.0,1.0,0.08151424632352941,0.08151424632352941,9,0.9758157169117647,,,,,0.01
119,0.1338508208282292,0.002809642144711688,0.17610899917781353,0.06636315782088786,0.10679396311752498,1.0,1.0,0.07826861213235294,0.07826861213235294,8,0.9789751838235294,,,,,0.01
120,0.13494052039459348,0.002874460318707861,0.1794417924247682,0.06622232205700129,0.10749964974820614,1.0,1.0,0.07306985294117647,0.07306985294117647,10,0.9841164981617647,0.018555966816679672,0.07391958736167041,10,0.9854768690949569,0.01
121,0.13343906705267727,0.002807594690239057,0.17831477662548423,0.06633683934342116,0.10616630990989506,1.0,1.0,0.1376665900735294,0.1376665900735294,15,0.9111328125,,,,,0.01
122,0.13441623095422983,0.002889991254050983,0.18094590539112687,0.06559700204525143,0.1068719478789717,1.0,1.0,0.08203125,0.08203125,7,0.9744083180147058,,,,,0.01
123,0.13424789626151323,0.002885600275476463,0.17992675630375743,0.06632531026843935,0.1067370877135545,1.0,1.0,0.08932674632352941,0.08932674632352941,11,0.9665096507352942,,,,,0.01
124,0.13464906113222241,0.0028045248545822687,0.18071947013959289,0.06517754530068487,0.10725483344867826,1.0,1.0,0.06904871323529412,0.06904871323529412,9,0.9887408088235294,,,,,0.01
125,0.13410356524400413,0.0031902308619464748,0.17607847228646278,0.0677620101487264,0.10652928403578699,1.0,0.999755859375,0.06660730698529412,0.06660730698529412,6,0.9918428308823529,,,,,0.01
126,0.13309521437622607,0.0029440913422149606,0.17827631114050746,0.06535065441858023,0.10578842461109161,1.0,1.0,0.0744485294117647,0.0744485294117647,10,0.9827090992647058,,,,,0.01
127,0.1334019899368286,0.0027400036560720764,0.18005272839218378,0.06543470255564898,0.10611324291676283,1.0,1.0,0.0710305606617647,0.0710305606617647,9,0.9864717371323529,,,,,0.01
128,0.13316554762423038,0.00270931696286425,0.1766935526393354,0.06549948337487876,0.106236926978454,1.0,1.0,0.06106387867647059,0.06106387867647059,7,0.9972713694852942,,,,,0.01
129,0.13282755785621703,0.0027191363369638566,0.17797054210677743,0.06380396441090852,0.1059309693519026,1.0,1.0,0.08849379595588236,0.08849379595588236,10,0.9683191636029411,,,,,0.01
130,0.1337634352967143,0.0027805242862086743,0.17806251207366586,0.0656121795764193,0.10661544115282595,1.0,1.0,0.0822610294117647,0.0822610294117647,10,0.9740062040441176,0.023031748811934646,0.08365991790235838,11,0.9799110923253077,0.01
131,0.13384462194517255,0.002993885093019344,0.17717383289709687,0.06629347358830273,0.10650400537997484,1.0,1.0,0.12382238051470588,0.12382238051470588,10,0.9260684742647058,,,,,0.01
132,0.133384857326746,0.0027696034412656445,0.1802252186462283,0.06578598008491099,0.10601413319818676,1.0,1.0,0.07045611213235294,0.07045611213235294,7,0.9871323529411765,,,,,0.01
133,0.1327046463266015,0.002711557230213657,0.17800918547436595,0.06449721043463796,0.10574244894087315,1.0,1.0,0.08849379595588236,0.08849379595588236,8,0.9686351102941176,,,,,0.01
134,0.13084465079009533,0.0026091374529642053,0.17045115353539586,0.0627401671372354,0.10491638048551977,1.0,1.0,0.07611443014705882,0.07611443014705882,9,0.9811006433823529,,,,,0.01
135,0.13224432850256562,0.002730158972553909,0.17784785572439432,0.06362146476749331,0.10536723677068949,1.0,1.0,0.08137063419117647,0.08137063419117647,8,0.9756146599264706,,,,,0.01
136,0.13265640544705093,0.0027045302485930733,0.17752375360578299,0.06413255422376096,0.1057862441521138,1.0,1.0,0.07482192095588236,0.07482192095588236,10,0.9823931525735294,,,,,0.01
137,0.13226824952289462,0.0027813042979687452,0.175694914534688,0.0648940596729517,0.10542804608121514,1.0,1.0,0.07631548713235294,0.07631548713235294,8,0.9812729779411765,,,,,0.01
138,0.13382075051777065,0.005282955200527795,0.17501003993675113,0.06882820941973478,0.10415397048927844,1.0,0.99951171875,0.0681295955882353,0.0681295955882353,7,0.9882238051470589,,,,,0.01
139,0.13266409235075116,0.00342728263058234,0.18016566894948483,0.0715349877718836,0.10406674235127866,1.0,1.0,0.09070542279411764,0.09070542279411764,12,0.96630859375,,,,,0.01
140,0.13208634871989489,0.00273167258274043,0.17956746416166425,0.06560607068240643,0.1048373228404671,1.0,1.0,0.08889590992647059,0.08889590992647059,12,0.9671128216911765,0.024516920974655087,0.08974663085346167,13,0.977862828572628,0.01
141,0.1311359836254269,0.0030522989691235125,0.17580523248761892,0.06661420210730284,0.10384173970669508,1.0,1.0,0.09188304227941177,0.09188304227941177,13,0.9623448988970589,,,,,0.01
142,0.13015398127026856,0.002596820384496823,0.17681464366614819,0.06403650040738285,0.10347204655408859,1.0,1.0,0.0749655330882353,0.0749655330882353,12,0.9822208180147058,,,,,0.01
143,0.12933338433504105,0.0027920514039578848,0.171511881519109,0.06467002572026104,0.102923140861094,1.0,1.0,0.06752642463235294,0.06752642463235294,8,0.9902056525735294,,,,,0.01
144,0.12941536819562316,0.002670653033419512,0.17314894823357463,0.06262628315016627,0.10316719324328005,1.0,1.0,0.06924977022058823,0.06924977022058823,8,0.9883674172794118,,,,,0.01
145,0.1291012642905116,0.002628662459756015,0.17543153557926416,0.0628472693497315,0.10264472174458206,1.0,1.0,0.07381663602941177,0.07381663602941177,9,0.9833984375,,,,,0.01
