epoch,total_loss,source_cls_loss,mmd_loss,distill_loss,consistency_loss,val_oa,val_aa,lr
17,2.139285087585449,1.7565237879753113,0.0,3.3248568773269653,0.05027552880346775,0.1280664245421081,0.15244413177090005,0.01
18,1.952169954776764,1.5720888376235962,0.0,3.307725429534912,0.04930858314037323,0.15788711823041593,0.17466689818445297,0.01
19,1.878766655921936,1.4941750168800354,0.0,3.3785873651504517,0.04673284292221069,0.04077275273620534,0.1085532106791188,0.01
20,1.910057246685028,1.5312623977661133,0.0,3.276751160621643,0.051119714975357056,0.03916453999470202,0.11250135251225671,0.01
21,1.6719010472297668,1.3034641742706299,0.0,3.1342103481292725,0.05501578748226166,0.029690415428420058,0.09092065997774676,0.01
22,1.7257959246635437,1.3771132230758667,0.0,2.919048547744751,0.05677786469459534,0.01465919930981473,0.05950404861717323,0.01
23,1.678847849369049,1.3116225004196167,0.0,3.134942412376404,0.053731128573417664,0.0393281115876722,0.10914812521647001,0.01
24,1.593546748161316,1.2459298372268677,0.0,2.8556474447250366,0.062052153050899506,0.026418983569016355,0.06087428258551033,0.01
25,1.6504578590393066,1.3049445748329163,0.0,2.8470871448516846,0.06080461107194424,0.08102873504152258,0.1187655260144005,0.01
26,1.7464885115623474,1.399558186531067,0.0,2.8302271366119385,0.06390760093927383,0.056621826819661596,0.05910452762344967,0.01
27,1.7309237718582153,1.376429796218872,0.0,2.9326460361480713,0.06122937053442001,0.02616132212168279,0.05882929885477514,0.01
28,1.5703324675559998,1.2259414196014404,0.0,2.7822906970977783,0.06616197153925896,0.02655070936512509,0.059198349180517,0.01
29,1.6667643785476685,1.3306435346603394,0.0,2.6814842224121094,0.06797237321734428,0.036103000887339705,0.12817037355735011,0.01
30,1.6112096309661865,1.272642970085144,0.0,2.697123408317566,0.06885427236557007,0.026178692556334492,0.05936392914102065,0.01
31,1.5521275997161865,1.224253535270691,0.0,2.5865678787231445,0.0692172423005104,0.06147686330481204,0.1500112663379606,0.01
32,1.6142268776893616,1.29253751039505,0.0,2.4913309812545776,0.07255628705024719,0.11410638522702435,0.10653343987273745,0.01
33,1.4465563893318176,1.1125104427337646,0.0,2.63701593875885,0.07034439966082573,0.026256859512267146,0.05952382286892826,0.01
34,1.4631333351135254,1.129142165184021,0.0,2.61404550075531,0.07258665561676025,0.06937751599889408,0.11436165409364898,0.01
35,1.4885386228561401,1.163805365562439,0.0,2.4788047075271606,0.07685277983546257,0.03701350117033304,0.06281893843813158,0.01
36,1.43174809217453,1.116376131772995,0.0,2.385688066482544,0.07680309563875198,0.03208608787413383,0.06581413129868434,0.01
37,1.2434478402137756,0.935961902141571,0.0,2.2767348289489746,0.07981251180171967,0.026091840383075986,0.05897125770548869,0.01
38,1.209751009941101,0.9050364196300507,0.0,2.2137423753738403,0.08334039151668549,0.0981863818687403,0.1056874734353503,0.01
39,1.2198713421821594,0.9065932929515839,0.0,2.299171566963196,0.08336089923977852,0.03304435685241934,0.08633592861460593,0.01
40,1.3418975472450256,1.0388106107711792,0.0,2.172814130783081,0.08580554276704788,0.014582479890103051,0.058856229855029946,0.01
41,1.1650740504264832,0.868379682302475,0.0,2.1163023710250854,0.08506414666771889,0.02612223864371646,0.059028696694222615,0.01
42,1.1907088160514832,0.8861486315727234,0.0,2.1984108686447144,0.08471904322504997,0.28627200074113857,0.14352062492809975,0.01
43,1.1622997522354126,0.8717945218086243,0.0,2.033041477203369,0.08720103651285172,0.033404793371442136,0.061700704125659776,0.01
44,1.197914958000183,0.9051929712295532,0.0,1.9879420399665833,0.09392779693007469,0.1308804349556837,0.06880592123841095,0.01
45,1.0974255800247192,0.8123140633106232,0.0,1.925443172454834,0.09256719052791595,0.026086050238192084,0.05893004553564296,0.01
46,1.1745598316192627,0.8798486590385437,0.0,1.9720407724380493,0.09750707820057869,0.026785210232923053,0.06004707742121157,0.01
47,1.0359409153461456,0.7408661842346191,0.0,1.97426438331604,0.09764830395579338,0.03461059104351439,0.06680355038131935,0.01
48,1.0263137817382812,0.7294169664382935,0.0,1.9668117761611938,0.1002156063914299,0.0517638952620692,0.08956612391422156,0.01
49,1.1143335103988647,0.8055457770824432,0.0,2.0754310488700867,0.10124465823173523,0.02979608557255124,0.08036698483685602,0.01
50,1.22904372215271,0.9291877448558807,0.0,1.9945303201675415,0.10040296241641045,0.0125573767169589,0.06843655403747034,0.01
51,1.4179596900939941,1.1028523445129395,0.0,2.1406917572021484,0.10103818401694298,0.026074469948424283,0.058823529411764705,0.01
52,1.4239702224731445,1.1242943406105042,0.0,1.992203712463379,0.10045556724071503,0.11501688551001768,0.0963328764245659,0.01
53,1.3263307809829712,1.0098271369934082,0.0,2.134055972099304,0.1030980609357357,0.026549261828904113,0.060768702361738584,0.01
54,1.2397539615631104,0.9358041286468506,0.0,1.9304397106170654,0.11090581864118576,0.03532277886423413,0.06847768060378896,0.01
55,1.1187241673469543,0.8277274370193481,0.0,1.8422340154647827,0.10677333921194077,0.07711025449134301,0.08603825543337427,0.01
56,1.1018580198287964,0.8131768107414246,0.0,1.8107593059539795,0.10760527104139328,0.026362529656398327,0.05928419286527588,0.01
57,1.071220874786377,0.771632194519043,0.0,1.8467612266540527,0.11491253226995468,0.02611065835394866,0.059096966812702434,0.01
58,0.9805928468704224,0.6954517960548401,0.0,1.6862560510635376,0.11651545763015747,0.16788235583624891,0.11336152876072958,0.01
59,0.9673689901828766,0.6683145463466644,0.0,1.8679234385490417,0.1122620515525341,0.02613237139726329,0.059135085012207565,0.01
60,0.7999727725982666,0.5212042331695557,0.0,1.5786166191101074,0.12090688198804855,0.0275205586331784,0.05964940911259056,0.01
61,0.8787011802196503,0.6048658341169357,0.0,1.5463076829910278,0.1192045770585537,0.039089268111211314,0.06433006494047222,0.01
62,0.9182212352752686,0.634108692407608,0.0,1.6849121451377869,0.11562132462859154,0.05261938916866547,0.09470726111494535,0.01
63,0.9981060326099396,0.7218465209007263,0.0,1.5465322136878967,0.12160628288984299,0.09454582827298796,0.1799912732102773,0.01
64,0.8944199681282043,0.6045441627502441,0.0,1.6332600116729736,0.12654977291822433,0.09011636743680419,0.10383070391794616,0.01
65,0.9149016439914703,0.6359829604625702,0.0,1.5051398277282715,0.12840471416711807,0.03213819917808893,0.07004217872430729,0.01
66,0.8868122696876526,0.5914887189865112,0.0,1.6565704345703125,0.1296665072441101,0.12520464543324036,0.05987329283551944,0.01
67,0.9687409996986389,0.6620384901762009,0.0,1.8209251761436462,0.12460999190807343,0.1488067235162392,0.16140486049337668,0.01
68,0.8114305138587952,0.5322489440441132,0.0,1.4777061343193054,0.13141095638275146,0.026109210817727685,0.059166562467659375,0.01
69,0.8360185027122498,0.5640128999948502,0.0,1.3569190502166748,0.13631367683410645,0.031978970193781674,0.06183406187029081,0.01
70,0.811696320772171,0.5374524593353271,0.0,1.42347252368927,0.13189658522605896,0.02646819980052951,0.059112306741560636,0.01
71,0.7831308841705322,0.5121999680995941,0.0,1.3862913846969604,0.13230174034833908,0.03299658815712716,0.0635494350541429,0.01
